id,Geographic Area Name,Total_Population_18plus,Less than high school graduate,High school graduate,Some college or associate's degree,Bachelor's degree or higher,zcta
8600000US96034,ZCTA5 96034,235,32,71,90,42,96034
8600000US96035,ZCTA5 96035,2710,761,857,758,334,96035
8600000US96037,ZCTA5 96037,256,10,129,116,1,96037
8600000US96038,ZCTA5 96038,522,54,171,180,117,96038
8600000US96039,ZCTA5 96039,749,129,273,242,105,96039
8600000US96040,ZCTA5 96040,124,0,24,80,20,96040
8600000US96041,ZCTA5 96041,2371,126,1104,859,282,96041
8600000US96044,ZCTA5 96044,846,102,231,401,112,96044
8600000US96046,ZCTA5 96046,115,0,88,0,27,96046
8600000US96047,ZCTA5 96047,770,103,207,334,126,96047
8600000US96048,ZCTA5 96048,659,22,278,206,153,96048
8600000US96049,ZCTA5 96049,57,6,31,17,3,96049
8600000US96050,ZCTA5 96050,342,44,98,162,38,96050
8600000US96051,ZCTA5 96051,1143,124,316,589,114,96051
8600000US96052,ZCTA5 96052,1408,157,536,532,183,96052
8600000US96054,ZCTA5 96054,275,19,115,113,28,96054
8600000US96055,ZCTA5 96055,2926,330,1026,992,578,96055
8600000US96056,ZCTA5 96056,1245,125,423,390,307,96056
8600000US96057,ZCTA5 96057,1060,94,327,474,165,96057
8600000US96058,ZCTA5 96058,419,131,92,109,87,96058
8600000US96059,ZCTA5 96059,417,19,122,176,100,96059
8600000US96061,ZCTA5 96061,21,0,0,11,10,96061
8600000US96062,ZCTA5 96062,820,85,149,381,205,96062
8600000US96063,ZCTA5 96063,210,43,23,97,47,96063
8600000US96064,ZCTA5 96064,3663,321,1043,1674,625,96064
8600000US96065,ZCTA5 96065,347,53,79,133,82,96065
8600000US96067,ZCTA5 96067,5901,222,996,2620,2063,96067
8600000US96068,ZCTA5 96068,160,36,84,30,10,96068
8600000US96069,ZCTA5 96069,718,52,233,266,167,96069
8600000US96071,ZCTA5 96071,31,0,0,22,9,96071
8600000US96073,ZCTA5 96073,3185,64,610,1455,1056,96073
8600000US96074,ZCTA5 96074,140,31,52,51,6,96074
8600000US96075,ZCTA5 96075,350,83,96,135,36,96075
8600000US96076,ZCTA5 96076,284,42,72,115,55,96076
8600000US96080,ZCTA5 96080,21995,2356,6980,9453,3206,96080
8600000US96084,ZCTA5 96084,377,25,119,172,61,96084
8600000US96085,ZCTA5 96085,35,2,6,14,13,96085
8600000US96086,ZCTA5 96086,255,53,76,83,43,96086
8600000US96087,ZCTA5 96087,436,17,137,192,90,96087
8600000US96088,ZCTA5 96088,4159,472,1332,1735,620,96088
8600000US96090,ZCTA5 96090,418,78,131,166,43,96090
8600000US96091,ZCTA5 96091,580,14,200,170,196,96091
8600000US96092,ZCTA5 96092,296,46,32,88,130,96092
8600000US96093,ZCTA5 96093,2638,308,548,1239,543,96093
8600000US96094,ZCTA5 96094,5265,485,1228,2281,1271,96094
8600000US96096,ZCTA5 96096,605,59,160,281,105,96096
8600000US96097,ZCTA5 96097,7434,872,1991,3235,1336,96097
8600000US96101,ZCTA5 96101,4318,668,1584,1570,496,96101
8600000US96103,ZCTA5 96103,1250,4,266,529,451,96103
8600000US96104,ZCTA5 96104,566,48,191,211,116,96104
8600000US96105,ZCTA5 96105,264,0,0,175,89,96105
8600000US96106,ZCTA5 96106,234,11,27,126,70,96106
8600000US96107,ZCTA5 96107,1222,144,454,437,187,96107
8600000US96108,ZCTA5 96108,80,11,38,31,0,96108
8600000US96109,ZCTA5 96109,712,51,270,318,73,96109
8600000US96110,ZCTA5 96110,113,0,27,70,16,96110
8600000US96111,ZCTA5 96111,60,0,17,28,15,96111
8600000US96112,ZCTA5 96112,176,24,55,47,50,96112
8600000US96113,ZCTA5 96113,1739,359,637,611,132,96113
8600000US96114,ZCTA5 96114,2629,180,663,1167,619,96114
8600000US96115,ZCTA5 96115,115,18,15,51,31,96115
8600000US96116,ZCTA5 96116,172,0,90,82,0,96116
8600000US96117,ZCTA5 96117,280,24,38,162,56,96117
8600000US96118,ZCTA5 96118,1466,163,476,635,192,96118
8600000US96119,ZCTA5 96119,37,1,19,17,0,96119
8600000US96120,ZCTA5 96120,747,82,209,225,231,96120
8600000US96121,ZCTA5 96121,309,0,65,216,28,96121
8600000US96122,ZCTA5 96122,2525,142,571,1333,479,96122
8600000US96123,ZCTA5 96123,17,0,15,2,0,96123
8600000US96124,ZCTA5 96124,331,28,54,121,128,96124
8600000US96125,ZCTA5 96125,126,0,40,16,70,96125
8600000US96126,ZCTA5 96126,85,0,20,25,40,96126
8600000US96128,ZCTA5 96128,628,49,221,231,127,96128
8600000US96129,ZCTA5 96129,289,0,43,192,54,96129
8600000US96130,ZCTA5 96130,17072,4000,6436,5099,1537,96130
8600000US96132,ZCTA5 96132,47,15,5,23,4,96132
8600000US96133,ZCTA5 96133,126,24,56,46,0,96133
8600000US96134,ZCTA5 96134,1453,486,405,413,149,96134
8600000US96135,ZCTA5 96135,193,0,110,23,60,96135
8600000US96136,ZCTA5 96136,35,0,15,20,0,96136
8600000US96137,ZCTA5 96137,2850,247,681,1247,675,96137
8600000US96140,ZCTA5 96140,913,12,92,388,421,96140
8600000US96141,ZCTA5 96141,348,21,59,78,190,96141
8600000US96142,ZCTA5 96142,659,49,173,215,222,96142
8600000US96143,ZCTA5 96143,2839,209,707,1039,884,96143
8600000US96145,ZCTA5 96145,1846,7,342,475,1022,96145
8600000US96146,ZCTA5 96146,963,38,78,419,428,96146
8600000US96148,ZCTA5 96148,471,76,139,114,142,96148
8600000US96150,ZCTA5 96150,24289,2403,6120,9237,6529,96150
8600000US96155,ZCTA5 96155,0,0,0,0,0,96155
8600000US96161,ZCTA5 96161,14190,703,1502,4948,7037,96161
